Flow_Rate_m3hr,Head_m,Flow_Rate_gpm,Head_ft,Cluster_Label,Cluster_Color,Cluster_Shape
8.209144620000128,14.845109454817237,36.14388888888945,48.704427345200905,10,#9cadb7,*
8.035394759999749,14.88510479729969,35.378888888887786,48.83564566043205,10,#9cadb7,*
8.403588000000001,14.79309782997266,37.00000000000001,48.533785531406366,10,#9cadb7,*
8.209144620000128,14.897484834690571,36.14388888888945,48.87626258100581,10,#9cadb7,*
8.068075379999875,14.878620255394727,35.52277777777723,48.81437091664937,10,#9cadb7,*
8.557543398831378,14.780667400335176,37.677847338156155,48.49300328193955,10,#9cadb7,*
8.254182875258772,14.86215600843321,36.3421869782972,48.760354358376674,10,#9cadb7,*
8.284726440000126,14.810413496672222,36.47666666666722,48.59059546152304,10,#9cadb7,*
8.219617559999874,14.84692558697366,36.18999999999944,48.710385784034315,10,#9cadb7,*
8.165864880000253,14.802137857723658,35.95333333333445,48.56344441510386,10,#9cadb7,*
8.014448880000252,14.769969658205255,35.28666666666778,48.45790570277315,10,#9cadb7,*
7.765369559999874,14.909466434724262,34.18999999999944,48.91557229240243,10,#9cadb7,*
7.949339999999999,14.92647313480665,35.0,48.97136855251526,10,#9cadb7,*
8.273370239999496,14.91101418357009,36.426666666664445,48.92065020856329,10,#9cadb7,*
9.273860096693733,14.464719394904725,40.83170469300353,47.456428460973505,9,#f8971f,*
9.344386080001007,14.627755102255762,41.14222222222666,47.99132251396247,10,#9cadb7,*
8.911967219999621,14.781464065331182,39.23833333333167,48.49561701224141,10,#9cadb7,*
9.258078959999496,14.565232230861474,40.762222222220004,47.786194983141314,10,#9cadb7,*
10.18827791999899,14.43684792486704,44.857777777773336,47.3649866301412,10,#9cadb7,*
11.010088260000124,13.586744400687431,48.47611111111166,44.57593307312149,9,#f8971f,*
11.053368,13.944992827492602,48.66666666666667,45.751288804109585,10,#9cadb7,*
11.864579219999621,13.623560825540762,52.23833333333167,44.696721868572055,10,#9cadb7,*
12.156559739999873,13.777093630686384,53.52388888888833,45.20043842088708,10,#9cadb7,*
12.215777130450236,13.703662323741172,53.78461602670892,44.95952205951828,10,#9cadb7,*
13.69618134731157,12.925649849352416,60.302659988867624,42.40698769472577,10,#9cadb7,*
13.194390240000379,13.200444348889846,58.093333333335,43.308544451738335,10,#9cadb7,*
13.595137919999873,13.148046299531893,59.85777777777722,43.1366348409839,10,#9cadb7,*
12.903671519999243,12.919656691000027,56.81333333333,42.387325101706125,9,#f8971f,*
13.788950400000632,12.844612283372985,60.711111111113894,42.1411164152657,10,#9cadb7,*
13.897969919999875,12.784354886349494,61.191111111110565,41.94342154314138,10,#9cadb7,*
12.890548800001262,13.373635581150593,56.755555555561116,43.87675715600588,10,#9cadb7,*
10.796023152721949,14.132027927722419,47.53360786496341,46.36492102271134,10,#9cadb7,*
10.817358737228975,14.102877300352107,47.6275459098509,46.269282481470164,10,#9cadb7,*
12.20412959999798,13.547621533645648,53.733333333324445,44.44757721012351,10,#9cadb7,*
13.691791800000253,12.846621404847161,60.28333333333445,42.1477080211521,10,#9cadb7,*
13.799675700000378,12.709431506010425,60.758333333335,41.69760992785572,10,#9cadb7,*
13.2489,13.06378555908365,58.333333333333336,42.86018884213796,10,#9cadb7,*
12.382043400000754,13.632189945614897,54.51666666666999,44.72503262997013,10,#9cadb7,*
11.984576399999494,13.786423831376652,52.76666666666444,45.2310493155402,10,#9cadb7,*
13.02502761015024,13.086464794917402,57.34764978668146,42.934595783849744,10,#9cadb7,*
13.12364391565894,13.22655641250304,57.78184566870494,43.39421395178162,10,#9cadb7,*
12.599577720000125,13.689902491709118,55.474444444445,44.91437825363884,10,#9cadb7,*
12.436553160000377,13.589778748830055,54.75666666666833,44.58588828356317,10,#9cadb7,*
11.862938880000506,13.738793758586596,52.23111111111334,45.0747826725282,10,#9cadb7,*
11.842497720000129,13.815432731145386,52.14111111111168,45.32622287121189,10,#9cadb7,*
9.783997200001263,14.433660053181415,43.07777777778334,47.35452773353482,10,#9cadb7,*
9.073351440000254,14.602304364656002,39.94888888889001,47.90782271868767,10,#9cadb7,*
8.391979440000252,14.834803350427887,36.948888888890004,48.670614666758155,10,#9cadb7,*
8.419999194089897,14.817258703874668,37.07225653867446,48.61305349040245,10,#9cadb7,*
8.045110620000377,14.845153989881444,35.42166666666833,48.704573457616284,10,#9cadb7,*
7.797923999999998,14.88601486398928,34.33333333333333,48.83863144353438,10,#9cadb7,*
7.678431540000125,15.008707064304668,33.80722222222278,49.241164909136046,10,#9cadb7,*
7.646507999999999,14.901488777801113,33.666666666666664,48.88939887730024,10,#9cadb7,*
7.8417084599998725,14.90579816974855,34.52611111111055,48.90353730232464,10,#9cadb7,*
8.112616919999747,14.841817116452164,35.718888888887776,48.69362571014489,10,#9cadb7,*
8.20443390000021,14.777005152795203,36.12314814814907,48.480988034104996,10,#9cadb7,*
8.12325809999979,14.90368849107006,35.765740740739815,48.89661578435059,10,#9cadb7,*
9.111561229682291,14.602045753933222,40.117122055275054,47.906974258311095,10,#9cadb7,*
9.282858662410389,14.562776187934936,40.87132430923367,47.778137099524066,10,#9cadb7,*
9.941974559999496,14.476836993456383,43.77333333333112,47.49618436173353,10,#9cadb7,*
10.249089541697307,14.396333978596584,45.125524126456504,47.232066858912674,10,#9cadb7,*
10.810119446657186,14.188537227590809,47.59567217316174,46.55031898815882,10,#9cadb7,*
11.416766399998737,13.76219381681785,50.26666666666111,45.15155451711893,10,#9cadb7,*
12.762854639999873,13.388483547424968,56.193333333332774,43.92547095611866,10,#9cadb7,*
12.328290720000252,13.680060428468854,54.28000000000111,44.88208801991094,10,#9cadb7,*
13.229215919999623,13.313123343184314,58.24666666666501,43.678226191549584,10,#9cadb7,*
13.678807688413896,13.029628309034766,60.226165831941564,42.748124373473644,10,#9cadb7,*
13.825656182995525,12.897676277999938,60.87272231466303,42.315210885826566,10,#9cadb7,*
12.275583629970036,13.733055648212796,54.04793694180288,45.05595685109185,10,#9cadb7,*
12.289427279999497,13.182497738631168,54.108888888886675,43.24966449682142,9,#f8971f,*
13.879295279999496,12.208454545087891,61.108888888886675,40.053984727978644,9,#f8971f,*
13.463658360000254,12.800576335937235,59.27888888889001,41.996641522103786,10,#9cadb7,*
13.727879279999495,13.029873176370575,60.44222222222,42.748927743997946,10,#9cadb7,*
13.34391354000038,13.344482803540147,58.751666666668335,43.781111560171084,10,#9cadb7,*
12.081608819999875,13.552522701682761,53.19388888888834,44.46365715775184,10,#9cadb7,*
12.995233120667638,13.208444344448704,57.216468187719656,43.33479115632777,10,#9cadb7,*
11.318346000000757,13.632043429892661,49.83333333333667,44.72455193534338,9,#f8971f,*
11.56439699999962,13.832280642051089,50.916666666664995,45.38149816945895,10,#9cadb7,*
13.394006999999368,13.475344655254865,58.97222222221944,44.21044834401202,10,#9cadb7,*
13.11641100000038,13.351687500648598,57.75000000000167,43.80474901787598,10,#9cadb7,*
13.065938999999872,12.99675927051295,57.52777777777722,42.64028632058054,10,#9cadb7,*
13.110101999999745,12.776460902575394,57.722222222221106,41.91752264624473,9,#f8971f,*
12.40750837772979,13.380814195593581,54.628785939529905,43.900309040661355,10,#9cadb7,*
12.980424138731355,13.325031477629096,57.15126599888764,43.717294874111204,10,#9cadb7,*
12.340403999999998,13.742872630770298,54.33333333333333,45.08816479911515,10,#9cadb7,*
12.02470164000025,13.875632199132502,52.94333333333444,45.52372768744259,10,#9cadb7,*
11.954671740000881,13.64996293373539,52.635000000003885,44.78334295844944,10,#9cadb7,*
10.371996000000001,14.034683362620413,45.66666666666667,46.04554908996198,9,#f8971f,*
10.030552920000757,14.17048459879443,44.163333333336666,46.49109120339379,9,#f8971f,*
8.920673640000253,14.72693440299178,39.27666666666778,48.3167139205767,10,#9cadb7,*
9.80494307999924,14.63182954313392,43.16999999999666,48.0046901021454,10,#9cadb7,*
8.973584768915607,14.7452004923987,39.50962808384674,48.3766420354288,10,#9cadb7,*
8.272327095826764,14.842316431260437,36.42207382674999,48.69526388208805,10,#9cadb7,*
7.709093280000251,14.906005900065116,33.94222222222333,48.90421883223463,10,#9cadb7,*
7.646507999999999,14.888624745987748,33.666666666666664,48.84719404851623,10,#9cadb7,*
7.374968640000127,14.950556707819505,32.47111111111167,49.05038289967029,10,#9cadb7,*
7.3436759999999985,14.910481081609435,32.33333333333333,48.918901186382655,10,#9cadb7,*
7.508214719999747,14.929815385913976,33.057777777776664,48.98233394328732,10,#9cadb7,*
8.47424879999937,14.765761490441099,37.31111111110833,48.44409937808759,10,#9cadb7,*
7.941264480000883,14.883789267602845,34.96444444444833,48.83132961811957,10,#9cadb7,*
7.376895254824828,14.959880729609399,32.479593767390625,49.08097352234054,10,#9cadb7,*
7.616954495358812,14.940383796629762,33.53654609534357,49.01700720679055,10,#9cadb7,*
7.659883079999749,14.952340276945117,33.72555555555445,49.05623450441311,10,#9cadb7,*
7.855840619999622,14.921262050058175,34.58833333333167,48.95427181777616,10,#9cadb7,*
9.004835699999369,14.705634852483158,39.64722222221945,48.24683350552217,10,#9cadb7,*
9.690624000000001,14.384267051729118,42.66666666666667,47.192477203835686,10,#9cadb7,*
10.483412939998612,14.211225163747821,46.15722222221611,46.62475447423826,10,#9cadb7,*
12.126655079999747,13.57905793630055,53.39222222222111,44.550715014109414,10,#9cadb7,*
13.168775699999369,13.332018977755503,57.980555555552776,43.74021974329233,10,#9cadb7,*
13.135602156460894,13.280035704740467,57.834496382860884,43.56967094731124,10,#9cadb7,*
10.713439080001388,14.098800164209514,47.17000000000611,46.25590605055615,10,#9cadb7,*
13.05814065336454,12.551074340060683,57.4934425836307,41.178065420146595,9,#f8971f,*
13.245114599999368,12.863201184787867,58.31666666666389,42.20210362463211,10,#9cadb7,*
11.76350904000227,13.252302279855034,51.793333333343334,43.47868202052176,9,#f8971f,*
11.637833759998992,13.87898858709772,51.23999999999556,45.53473945898202,10,#9cadb7,*
11.97927684000038,13.721765364560065,52.74333333333501,45.01891523805796,10,#9cadb7,*
12.412326599999368,13.792440666952782,54.64999999999722,45.250789589740094,10,#9cadb7,*
12.722729400000631,13.22054561115362,56.016666666669444,43.37449347491345,10,#9cadb7,*
12.295811482436878,13.800971515301582,54.13699777406561,45.27877793734115,10,#9cadb7,*
11.437901023372929,14.088934446465155,50.359719903545766,46.22353821018751,10,#9cadb7,*
11.146110300000377,14.089367130657903,49.07500000000166,46.224957777749026,10,#9cadb7,*
11.773751072060199,13.792117365661337,51.838427784206864,45.24972888996501,10,#9cadb7,*
13.699993499999367,13.132408070331268,60.31944444444166,43.08532831473513,10,#9cadb7,*
11.926533600002017,13.658681102169055,52.511111111119995,44.811945873258054,10,#9cadb7,*
10.616154300000378,14.231559174389773,46.74166666666833,46.69146710757799,10,#9cadb7,*
12.530304899998612,13.396883833054913,55.169444444438334,43.953030948342885,10,#9cadb7,*
13.08552891896455,13.337136901613217,57.61402986458741,43.75701083206436,10,#9cadb7,*
13.661363250751391,12.998039876960581,60.149360044519256,42.64448778530374,10,#9cadb7,*
13.764723840000253,13.032553588550064,60.604444444445555,42.75772174721149,10,#9cadb7,*
11.602503360001007,13.884855918400064,51.084444444448884,45.553989233596006,10,#9cadb7,*
11.798839440000883,13.854078091574658,51.94888888889278,45.45301211146541,10,#9cadb7,*
9.976800239999621,14.248665304278235,43.926666666665,46.74758958096534,9,#f8971f,*
9.813775680000504,14.34634912190139,43.20888888889111,47.06807454692057,10,#9cadb7,*
9.205588079999876,14.629087215019577,40.53111111111056,47.99569296266265,10,#9cadb7,*
9.659836079999874,14.511482907341204,42.531111111110555,47.609852058206044,10,#9cadb7,*
10.296287999999999,14.358240533063665,45.33333333333333,47.107088363069764,10,#9cadb7,*
9.953844537996787,14.602804589744153,43.825595436839734,47.90946387711336,10,#9cadb7,*
9.191329740000125,14.71101263689161,40.46833333333389,48.2644771551562,10,#9cadb7,*
8.618220180000883,14.750394168579858,37.94500000000389,48.393681655445725,10,#9cadb7,*
8.100756,14.86608913993458,35.66666666666667,48.7732583331187,10,#9cadb7,*
7.934955480000253,14.860760318650158,34.93666666666778,48.75577532365537,10,#9cadb7,*
7.540138259999873,14.907467780253954,33.198333333332776,48.9090150270799,10,#9cadb7,*
7.7222159999999995,14.976544903730339,34.0,49.13564600961397,10,#9cadb7,*
7.495092,14.899904304985096,33.0,48.884200475672884,10,#9cadb7,*
8.359640917361759,14.867691325128387,36.80650621405822,48.77851484622174,10,#9cadb7,*
8.315180267379224,14.858983441936138,36.61075125208796,48.749945675643495,10,#9cadb7,*
8.266808879999747,14.88262766496804,36.39777777777667,48.82751858585314,10,#9cadb7,*
8.388951120000252,14.859597990820792,36.93555555555667,48.7519619121417,10,#9cadb7,*
8.252171999999998,14.8384364440758,36.33333333333333,48.68253426534055,10,#9cadb7,*
8.479296,14.931652065314953,37.333333333333336,48.9883597943404,10,#9cadb7,*
8.962817759999494,14.758530705292857,39.46222222221999,48.42037632970097,10,#9cadb7,*
10.310924879999748,14.26283342341752,45.39777777777667,46.7940729114748,10,#9cadb7,*
10.098437759999495,14.513696938311957,44.46222222222,47.61711593934369,10,#9cadb7,*
12.371439224372176,13.517544137197282,54.46997774067108,44.34889808791759,10,#9cadb7,*
13.040342154691542,13.282701879150302,57.41507790762554,43.57841823868209,10,#9cadb7,*
13.551732,12.829872898985847,59.666666666666664,42.09275885494044,10,#9cadb7,*
13.263789239999749,12.570885609380655,58.39888888888778,41.24306302290241,9,#f8971f,*
11.90167614000038,13.915819493869993,52.40166666666834,45.65557576729,10,#9cadb7,*
13.143413520000506,13.236232345983897,57.868888888891114,43.42595914036711,10,#9cadb7,*
12.218766479999495,13.418791624133124,53.79777777777556,44.024906903323895,10,#9cadb7,*
12.265326900000632,13.924917894440958,54.002777777780565,45.68542616286403,10,#9cadb7,*
11.598213239999748,13.81563359572744,51.06555555555445,45.326881875746196,10,#9cadb7,*
12.794021099999368,13.306150052102875,56.33055555555278,43.65534793997006,10,#9cadb7,*
12.605268248414779,13.469670629594665,55.49949916527879,44.19183277426071,10,#9cadb7,*
12.082996799999872,13.807813615505042,53.19999999999944,45.301225772654334,10,#9cadb7,*
11.401624800000503,13.889411848376026,50.20000000000222,45.56893651042003,10,#9cadb7,*
10.311429600000379,14.502597728390828,45.40000000000167,47.580701208631325,10,#9cadb7,*
10.841385599999118,14.361537711742198,47.73333333332945,47.11790587841928,10,#9cadb7,*
11.144217599999747,13.923881764801887,49.066666666665554,45.682026787407764,10,#9cadb7,*
11.053368000001262,13.767485553732191,48.66666666667222,45.16891585870141,9,#f8971f,*
12.219271199998234,13.746469658771879,53.799999999992224,45.09996607208622,10,#9cadb7,*
11.855872800000503,13.76312045044055,52.20000000000222,45.15459465367634,10,#9cadb7,*
12.165530737763442,13.56165773511726,53.563387126694856,44.49362773988602,10,#9cadb7,*
11.507616,13.998826589214772,50.66666666666667,45.92790875726631,10,#9cadb7,*
11.143839060000378,13.95880739920623,49.06500000000167,45.79661220212017,10,#9cadb7,*
11.780290979999872,13.751729196715935,51.86722222222166,45.11722177400241,10,#9cadb7,*
10.74990510000063,14.438074137367796,47.330555555558334,47.36900963703345,10,#9cadb7,*
10.67545889999937,14.520126296569556,47.002777777775,47.63820963441455,10,#9cadb7,*
10.507387140000882,14.407466887125917,46.262777777781665,47.26859214936324,10,#9cadb7,*
9.948535919999495,14.448200140725335,43.80222222222,47.4022314328259,10,#9cadb7,*
9.735544080000503,14.532199984969914,42.86444444444666,47.6778214729984,10,#9cadb7,*
10.090497899298581,14.59463943642679,44.427263958448165,47.88267531636086,10,#9cadb7,*
10.174902840000126,14.430670834456208,44.798888888889444,47.34472058548624,10,#9cadb7,*
9.766332000000002,14.619628106384829,43.00000000000001,47.9646591416825,10,#9cadb7,*
9.49353084000013,14.54406463190433,41.79888888888946,47.71674748000108,10,#9cadb7,*
9.750685680000256,14.452723266394166,42.93111111111224,47.417071083970356,10,#9cadb7,*
9.145021680000255,14.720344928308124,40.264444444445566,48.29509490914739,10,#9cadb7,*
8.555004,14.811259414693126,37.66666666666667,48.593370783113926,10,#9cadb7,*
8.49368052000038,14.662911931081473,37.39666666666834,48.10666644055601,10,#9cadb7,*
7.968194114724279,14.912871513638253,35.083012428119794,48.92674381114912,10,#9cadb7,*
8.208215859365744,14.866467833459403,36.139799666110775,48.77450076594292,10,#9cadb7,*
8.222267339999874,14.798134730281419,36.201666666666114,48.55031079488654,10,#9cadb7,*
8.525099339999873,14.788687642470448,37.53499999999944,48.51931641230462,10,#9cadb7,*
8.479295999999998,14.740720890610556,37.33333333333333,48.36194517916849,10,#9cadb7,*
8.630711999999999,14.753470790100094,38.0,48.403775558071175,10,#9cadb7,*
8.584908660000126,14.72338419414082,37.798333333333886,48.305066253742844,10,#9cadb7,*
8.676515339999874,14.711819616635392,38.201666666666114,48.26712472649407,10,#9cadb7,*
8.827931339999873,14.666529528908931,38.86833333333278,48.11853519983245,10,#9cadb7,*
9.312084,14.668898999752532,41.0,48.126309054306205,10,#9cadb7,*
9.94160465669361,14.35225243214278,43.77170469300298,47.08744236267316,10,#9cadb7,*
10.309915440000378,14.160969704042243,45.393333333335,46.45987435709397,9,#f8971f,*
11.361247199998738,14.093035167912879,50.02222222221667,46.23699202071154,10,#9cadb7,*
10.777790880000758,13.957189528346658,47.45333333333667,45.79130422685911,9,#f8971f,*
10.980183599999371,13.688870846769776,48.34444444444168,44.91099359176435,9,#f8971f,*
11.640357360000884,13.741001939403203,51.251111111115,45.08202736024673,10,#9cadb7,*
10.115093519999876,14.455350004102112,44.53555555555501,47.425688989836324,10,#9cadb7,*
10.539563039999747,14.19378397934775,46.404444444443335,46.56753274064222,10,#9cadb7,*
10.247834880000758,14.599185559513616,45.12000000000334,47.897590418351754,10,#9cadb7,*
9.46893479799666,14.577564882568634,41.690595436839175,47.82665643887347,10,#9cadb7,*
9.874846799999496,14.177923302071562,43.47777777777556,46.515496397872575,9,#f8971f,*
10.250232300000127,14.115974324467954,45.130555555556114,46.312251720695386,9,#f8971f,*
11.73474,13.808148096393577,51.66666666666667,45.30232315089756,10,#9cadb7,*
10.22058,14.235382274023205,45.0,46.704010085377966,10,#9cadb7,*
10.869145200000505,14.190747622774614,47.85555555555778,46.557570940861595,10,#9cadb7,*
9.736679699999872,14.313631110694285,42.869444444443886,46.96073199046681,9,#f8971f,*
9.585263699999873,14.593021754598894,42.20277777777722,47.87736796128246,10,#9cadb7,*
10.618677899999115,14.378143721583616,46.752777777773886,47.17238753800399,10,#9cadb7,*
10.812248763206226,14.353747251704243,47.605047301061205,47.092346626326254,10,#9cadb7,*
9.627786360000377,14.377888291619438,42.39000000000166,47.17154951318713,9,#f8971f,*
8.963070120000127,14.723539350776717,39.46333333333389,48.30557529782387,10,#9cadb7,*
8.979725879999872,14.764194256331935,39.53666666666611,48.43895753389742,10,#9cadb7,*
9.391577399999369,14.748279469601732,41.34999999999722,48.386743666672345,10,#9cadb7,*
9.430188480000506,14.750794261473947,41.52000000000223,48.39499429617437,10,#9cadb7,*
8.841180240000252,14.780174401744022,38.92666666666778,48.491385832493506,10,#9cadb7,*
9.193979519999495,14.657725345577903,40.47999999999777,48.089650083917,10,#9cadb7,*
9.386439620034015,14.471961505585966,41.32737896494432,47.48018866662062,10,#9cadb7,*
8.51056104470798,14.70913772797969,37.47098961231742,48.25832587919846,10,#9cadb7,*
8.891652239999496,14.74132773423843,39.148888888886674,48.363936135952855,10,#9cadb7,*
9.497316239999495,14.646659848113758,41.81555555555334,48.05334595837847,10,#9cadb7,*
10.523412,14.247973430356442,46.333333333333336,46.7453196534004,10,#9cadb7,*
9.976547880000252,14.457400552801468,43.92555555555667,47.43241651181584,10,#9cadb7,*
9.505391760000508,14.545737252434058,41.85111111111335,47.72223508016423,10,#9cadb7,*
9.160668,14.655520833602237,40.333333333333336,48.082417433078206,10,#9cadb7,*
8.689511880000254,14.745326646143333,38.258888888890006,48.3770559256671,10,#9cadb7,*
8.054447940000127,14.790624889981872,35.46277777777834,48.52567221122661,10,#9cadb7,*
7.966003343439443,14.924976194164739,35.073366722316635,48.9664573299368,10,#9cadb7,*
7.372949760000126,14.95039545225813,32.46222222222278,49.04985384599124,10,#9cadb7,*
7.48297871999962,14.90739999405026,32.946666666664996,48.90879263139849,10,#9cadb7,*
7.751489760000125,14.938226907442166,34.12888888888944,49.00993079869477,10,#9cadb7,*
7.890792479999747,14.878343935081032,34.74222222222111,48.81346435394039,10,#9cadb7,*
8.205737760000126,14.834058834751112,36.12888888888944,48.66817203002333,10,#9cadb7,*
7.978613760000125,14.878703602212578,35.12888888888944,48.814644364214494,10,#9cadb7,*
7.797923999999998,14.929239338368774,34.33333333333333,48.980444023519595,10,#9cadb7,*
7.724858828514184,14.830207788537903,34.01163606010014,48.65553736396949,10,#9cadb7,*
7.799578453622712,14.883970931672916,34.3406176961603,48.83192562884815,10,#9cadb7,*
7.343676,14.953479892990911,32.333333333333336,49.05997340220115,10,#9cadb7,*
8.304410519999244,14.709860344754311,36.56333333333001,48.26069666914144,10,#9cadb7,*
8.677272419999875,14.777727564612013,38.20499999999945,48.48335815161421,10,#9cadb7,*
9.690624000000001,14.502744142620958,42.66666666666667,47.58118157027873,10,#9cadb7,*
10.214901900000633,13.730200815527718,44.97500000000279,45.04659060212506,9,#f8971f,*
10.068785459998361,13.976422201737444,44.33166666665945,45.85440354900736,9,#f8971f,*
9.92948274000038,14.611387843531167,43.718333333335,47.93762415856682,10,#9cadb7,*
9.88202452507461,14.33359635346957,43.50938044889404,47.02623475547759,10,#9cadb7,*
10.980082487479143,14.001231177064595,48.34399925802268,45.93579782501507,10,#9cadb7,*
10.552433400000126,14.359229642075062,46.46111111111167,47.11033347137487,10,#9cadb7,*
10.901952,14.240304325607918,48.0,46.720158548582404,10,#9cadb7,*
11.42181359999798,13.78200807715989,50.288888888879995,45.21656193293927,10,#9cadb7,*
10.999110600002396,12.492697365632846,48.42777777778833,40.98653991349359,8,#00a9b7,*
11.998456199997854,13.699434534482997,52.82777777776833,44.94565135985235,10,#9cadb7,*
11.913915600001765,12.048986942002788,52.45555555556333,39.53079705381492,8,#00a9b7,*
11.26913579999962,13.78135115184321,49.616666666665,45.214406666152264,9,#f8971f,*
10.993819887345953,14.25085650008416,48.404483398258016,46.7547785435832,10,#9cadb7,*
10.336160880000506,14.518555658652994,45.508888888891114,47.63305662287728,10,#9cadb7,*
10.27349673749992,14.418136863088566,45.23298611111076,47.30359863218033,10,#9cadb7,*
10.362532499999999,14.152414354007659,45.62499999999999,46.431805623384705,9,#f8971f,*
11.363281852499698,13.996536190778137,50.03118055555423,45.92039432669992,10,#9cadb7,*
10.959742440000252,14.311625223963116,48.254444444445554,46.95415099725432,10,#9cadb7,*
10.184744880000505,14.473722063350166,44.84222222222444,47.485964774770885,10,#9cadb7,*
9.690624,14.368116800824517,42.666666666666664,47.1394908163534,9,#f8971f,*
10.191684779999873,14.501847605264162,44.87277777777722,47.57824017475119,10,#9cadb7,*
10.904312134757921,14.220894768521942,48.01039139306248,46.656478899350205,10,#9cadb7,*
9.844105223238744,14.588107724224981,43.342426265998945,47.86124581438642,10,#9cadb7,*
9.521038080000254,14.550306993369121,41.920000000001124,47.73722766853386,10,#9cadb7,*
8.886605040000127,14.439781617703588,39.12666666666723,47.374611606639064,9,#f8971f,*
9.236376000000002,14.539939580536005,40.66666666666668,47.703213846902905,10,#9cadb7,*
10.776276719999117,14.080105317058392,47.446666666662786,46.19457125019157,10,#9cadb7,*
11.280491999999999,14.122241580405914,49.666666666666664,46.3328135840089,10,#9cadb7,*
